,match_id,totalGold,level,xp,totalKills,totalDeaths,level_ups
1,3414945020,153196,316,136888,20,36,74
0,3414945023,195358,375,184495,28,26,90
1,3414945023,180366,383,186539,26,28,88
0,3414945047,316601,644,356738,26,32,110
1,3414945047,336627,663,376416,32,26,110
0,3414945057,142050,323,147551,16,26,80
1,3414945057,152171,320,145951,26,16,78
0,3414945059,162341,355,163174,24,8,84
1,3414945059,148714,353,159810,8,24,78
0,3414945066,234381,509,266743,16,16,96
1,3414945066,225638,506,260416,16,16,98
0,3414945075,96466,249,105270,4,10,72
1,3414945075,103569,245,105110,10,4,72
0,3414945079,63533,174,64652,2,14,64
1,3414945079,73009,174,65972,14,2,62
0,3414945081,119288,285,123942,8,20,74
1,3414945081,126764,295,131687,20,8,82
0,3414945089,169478,362,173715,22,10,86
1,3414945089,152169,367,171636,10,22,84
0,3414945092,156135,347,167837,30,18,88
1,3414945092,148966,340,161834,18,30,88
0,3414945124,262257,535,290570,14,24,104
1,3414945124,241270,527,281582,24,14,104
0,3414945125,283618,608,324242,18,28,104
1,3414945125,298691,608,332054,28,18,106
0,3414945130,113106,250,103345,18,22,70
1,3414945130,140297,284,125870,22,18,76
0,3414945138,65140,165,57433,2,10,60
1,3414945138,72014,182,70599,10,2,66
0,3414945139,162248,359,168232,16,26,82
1,3414945139,185028,381,185568,26,16,92
0,3414945143,80282,208,81437,6,12,68
1,3414945143,80891,204,80799,12,6,66
0,3414945148,181084,409,200222,10,26,86
1,3414945148,191134,408,201154,26,10,90
0,3414945159,147310,330,152057,14,10,80
1,3414945159,135508,321,143503,10,14,80
0,3414945162,238248,464,240072,32,18,90
1,3414945162,199799,440,216272,18,32,88
0,3414945180,215720,447,221641,14,26,94
1,3414945180,229957,458,226645,26,14,88
0,3414945189,265016,561,305192,32,36,106
1,3414945189,287288,566,300367,36,32,100
0,3414945195,153577,367,165290,12,34,78
1,3414945195,213709,411,196156,34,12,88
0,3414945202,63202,164,58207,4,10,56
1,3414945202,67957,173,62408,10,4,62
0,3414945203,145343,323,145801,16,22,82
1,3414945203,154799,335,154727,22,16,84
0,3414945206,246490,509,269934,28,30,102
1,3414945206,265743,542,301030,30,28,106
0,3414945207,96438,252,104840,4,4,74
1,3414945207,89329,242,100289,4,4,70
0,3414945208,126839,300,130117,12,26,78
1,3414945208,146402,320,143771,26,12,78
0,3414945211,162791,376,179833,16,28,88
1,3414945211,179195,385,193474,28,16,90
0,3414945233,62585,152,51404,4,20,56
1,3414945233,78355,167,61076,20,4,62
0,3414945234,87632,207,84136,14,6,68
1,3414945234,81361,200,74309,6,14,60
0,3414945250,379257,752,449446,24,24,114
1,3414945250,397377,757,454985,24,24,116
0,3414945251,325401,656,360563,38,46,104
1,3414945251,352804,652,365581,46,38,108
0,3414945252,132395,318,141790,4,20,80
1,3414945252,154616,331,154334,20,4,84
0,3414945256,59659,143,49777,8,4,58
1,3414945256,55063,138,46454,4,8,56
0,3414945258,223573,419,203878,28,24,88
1,3414945258,203776,404,201050,24,28,92
0,3414945259,5000,10,0,0,0,6
1,3414945259,5000,10,0,0,0,2
0,3414945271,210238,479,245609,18,12,108
1,3414945271,212962,480,253204,12,18,96
0,3414945276,118458,265,119199,26,10,80
1,3414945276,101317,253,106475,10,26,76
0,3414945286,122258,284,124585,10,18,76
1,3414945286,136099,297,135058,18,10,78
0,3414945300,110693,261,111027,16,6,76
1,3414945300,94436,243,98360,6,16,74
0,3414945302,217477,479,248520,22,12,96
1,3414945302,197629,464,235012,12,22,92
0,3414945312,269226,585,309089,16,20,100
1,3414945312,272198,604,328863,20,16,100
0,3414945313,268213,537,282748,32,34,100
1,3414945313,268648,545,287641,34,32,102
0,3414945328,174809,401,193941,12,22,86
1,3414945328,203493,421,210313,22,12,94
0,3414945335,117745,290,130988,10,2,78
1,3414945335,111524,283,122698,2,10,74
0,3414945345,84425,219,89944,6,2,70
1,3414945345,77030,203,79572,2,6,64
0,3414945346,284421,562,302052,32,30,102
1,3414945346,274207,546,288404,30,32,100
0,3414945347,85081,212,83897,6,14,68
1,3414945347,91921,203,80521,14,6,68
0,3414945349,137285,294,131514,30,10,82
1,3414945349,117720,272,115235,10,30,72
0,3414945350,142592,315,141777,14,14,80
1,3414945350,135237,321,141482,14,14,80
0,3414945353,91462,215,88836,20,16,70
1,3414945353,88006,205,81188,16,20,68
0,3414945367,278918,554,289826,30,18,102
1,3414945367,252452,537,277894,18,30,96
0,3414945390,168948,355,162653,30,28,80
1,3414945390,179898,357,164064,28,30,80
0,3414945402,394015,781,457274,18,14,114
1,3414945402,365949,766,447959,14,18,114
0,3414945405,188783,419,206181,24,16,90
1,3414945405,184812,414,204168,16,24,88
0,3414945408,122755,285,124999,12,10,80
1,3414945408,117049,293,129442,10,12,80
0,3414945414,43957,114,36723,2,8,54
1,3414945414,49363,120,39378,8,2,54
0,3414945415,222849,451,219542,22,26,90
1,3414945415,208340,472,246901,26,22,98
0,3414945416,193579,421,209586,18,10,92
1,3414945416,170414,416,202394,10,18,86
0,3414945424,94611,211,84256,14,4,68
1,3414945424,77632,205,78038,4,14,68
0,3414945425,211435,464,238918,14,18,94
1,3414945425,210616,476,246495,18,14,96
0,3414945428,138980,333,157253,18,6,84
1,3414945428,121428,314,140114,6,18,76
0,3414945433,267720,510,266826,30,26,100
1,3414945433,246482,509,264441,26,30,98
0,3414945446,95669,241,94979,6,12,68
1,3414945446,107308,240,98335,12,6,70
0,3414945450,128005,284,125179,22,18,78
1,3414945450,141776,296,133551,18,22,80
0,3414945470,5000,10,0,0,0,8
1,3414945470,5000,10,0,0,0,6
0,3414945473,106289,257,110647,18,14,76
1,3414945473,107091,254,107066,14,18,72
0,3414945484,128853,301,136131,26,8,84
1,3414945484,107617,284,122263,8,26,76
0,3414945508,125218,286,125682,16,20,80
1,3414945508,129027,286,126715,20,16,78
0,3414945509,43634,114,35420,6,12,50
1,3414945509,49781,117,38064,12,6,54
0,3414945511,214140,464,234943,20,26,98
1,3414945511,219354,473,247265,26,20,96
0,3414945539,144700,305,140777,28,8,82
1,3414945539,113384,278,119238,8,28,74
0,3414945540,93281,219,88525,16,8,74
1,3414945540,80238,204,78358,8,16,64
0,3414945546,81195,208,81142,4,6,66
1,3414945546,77122,208,81456,6,4,66
0,3414945562,173422,359,169242,20,6,84
1,3414945562,128580,332,142014,6,20,78
0,3414945568,253013,501,262109,38,24,98
1,3414945568,258196,514,272774,24,38,98
0,3414945586,139212,324,144725,12,24,80
1,3414945586,153145,341,161329,24,12,86
0,3414945591,137814,327,150531,16,6,88
1,3414945591,135746,331,153757,6,16,82
0,3414945593,136929,323,145238,10,10,82
1,3414945593,139523,329,152984,10,10,82
0,3414945594,245119,516,270836,28,18,98
1,3414945594,228252,496,251087,18,28,96
0,3414945599,118743,273,119603,20,8,74
1,3414945599,106293,262,108988,8,20,72
0,3414945605,229021,489,250654,20,18,94
1,3414945605,231121,496,253035,18,20,94
0,3414945610,51666,109,34000,16,2,52
1,3414945610,39830,103,30546,2,16,46
0,3414945617,164794,411,200380,18,30,90
1,3414945617,192243,430,215439,30,18,94
0,3414945625,104050,250,106936,14,10,76
1,3414945625,97341,249,103957,10,14,76
0,3414945629,134378,316,142662,14,16,78
1,3414945629,144273,320,146924,16,14,82
0,3414945631,198339,381,185659,40,26,90
1,3414945631,174529,341,156894,26,40,84
0,3414945643,90226,218,89527,12,6,70
1,3414945643,76847,207,83418,6,12,70
0,3414945644,65607,142,49409,14,4,58
1,3414945644,52152,131,42029,4,14,54
0,3414945663,183011,406,195376,26,24,92
1,3414945663,187062,404,196044,24,26,90
0,3414945668,157465,312,140962,36,28,80
1,3414945668,149200,297,125105,28,36,72
0,3414945669,138961,314,144758,14,16,82
1,3414945669,134500,301,130533,16,14,78
0,3414945672,40614,111,34081,2,16,52
1,3414945672,51526,118,41138,16,2,56
0,3414945676,76419,183,71782,18,10,70
1,3414945676,69460,173,64050,10,18,60
0,3414945678,96148,212,87563,22,2,72
1,3414945678,70970,194,73310,2,22,62
0,3414945701,116987,246,104679,26,14,72
1,3414945701,102582,248,104904,14,26,74
0,3414945725,126785,295,130029,16,8,80
1,3414945725,116596,287,128338,8,16,76
0,3414945732,212667,476,244220,14,12,96
1,3414945732,205704,459,232774,12,14,92
0,3414945736,225121,462,235463,26,38,92
1,3414945736,217416,456,229938,38,26,100
0,3414945741,436742,803,485709,40,30,120
1,3414945741,383652,761,441391,30,40,112
0,3414945742,223062,451,229997,24,36,96
1,3414945742,241541,467,236282,36,24,96
0,3414945743,149333,352,162882,18,10,84
1,3414945743,158553,361,168727,10,18,82
0,3414945746,117486,292,129115,8,12,78
1,3414945746,120074,295,132147,12,8,82
0,3414945749,231582,517,269847,10,28,100
1,3414945749,277114,529,282411,28,10,98
0,3414945753,148335,376,179397,14,8,90
1,3414945753,151880,378,178855,8,14,84
0,3414945760,222310,388,181914,30,24,80
1,3414945760,215060,403,196887,24,30,90
0,3414945761,104267,254,108456,6,8,76
1,3414945761,100490,247,106193,8,6,74
0,3414945776,214008,453,229327,24,16,92
1,3414945776,210041,449,221474,16,24,94
0,3414945783,171487,376,181057,22,20,88
1,3414945783,163823,381,185668,20,22,88
0,3414945792,83050,206,80899,8,16,68
1,3414945792,91518,213,86792,16,8,70
0,3414945798,209512,482,243166,14,16,94
1,3414945798,231346,508,264436,16,14,96
0,3414945807,163701,368,174286,16,16,84
1,3414945807,168440,361,166735,16,16,86
0,3414945810,295347,502,265912,38,28,96
1,3414945810,233440,493,252660,28,38,98
0,3414945819,216675,474,246399,26,10,98
1,3414945819,198549,461,230763,10,26,90
0,3414945824,162806,374,180118,18,14,88
1,3414945824,164627,376,179205,14,18,88
0,3414945825,227272,474,246660,42,10,94
1,3414945825,178511,419,203419,10,42,90
0,3414945831,196661,465,235237,12,24,94
1,3414945831,240325,485,259261,24,12,102
0,3414945837,449460,862,530432,36,28,126
1,3414945837,459989,857,533440,28,36,124
0,3414945838,107601,276,117383,8,36,74
1,3414945838,138061,295,133658,36,8,82
0,3414945841,175364,371,176423,24,16,82
1,3414945841,155341,361,165130,16,24,80
0,3414945850,399888,778,449472,36,24,116
1,3414945850,387298,779,443785,24,36,110
0,3414945853,259811,514,269037,36,26,100
1,3414945853,253501,493,249687,26,36,98
0,3414945863,177157,389,180087,22,28,86
1,3414945863,186354,402,194019,28,22,86
0,3414945865,132115,291,127754,16,16,76
1,3414945865,122267,294,130753,16,16,82
0,3414945879,227967,467,239093,30,26,92
1,3414945879,219298,461,236388,26,30,96
0,3414945880,129575,294,131520,14,12,78
1,3414945880,113704,276,118533,12,14,74
0,3414945881,336770,674,363471,26,40,102
1,3414945881,384026,692,386762,40,26,108
0,3414945884,86051,216,88434,8,8,72
1,3414945884,83183,199,77906,8,8,64
0,3414945895,180342,388,188736,26,18,94
1,3414945895,166603,366,170868,18,26,82
0,3414945896,251255,509,270984,28,16,96
1,3414945896,211063,486,238378,16,28,94
0,3414945898,369068,695,390117,34,50,110
1,3414945898,432097,724,423764,50,34,116
0,3414945910,301219,561,303718,48,22,102
1,3414945910,276322,540,277197,22,48,94
0,3414945963,363410,676,388302,32,36,116
1,3414945963,334853,689,397851,36,32,114
0,3414945970,162352,390,191126,18,18,92
1,3414945970,164302,380,182145,18,18,88
0,3414945979,309148,659,372884,20,24,106
1,3414945979,325000,662,378146,24,20,112
0,3414945980,65896,168,59199,4,14,60
1,3414945980,80178,181,70786,14,4,68
0,3414945981,225676,434,223624,34,22,96
1,3414945981,206386,430,221184,22,34,94
0,3414945982,270529,573,313347,18,14,100
1,3414945982,229466,551,283977,14,18,98
0,3414946001,204337,456,224390,16,24,94
1,3414946001,230803,472,243505,24,16,96
0,3414946002,253814,548,288383,18,18,98
1,3414946002,249610,542,280469,18,18,104
0,3414946003,45320,120,39759,6,0,58
1,3414946003,38097,105,32159,0,6,48
0,3414946015,261378,505,255444,28,28,96
1,3414946015,253566,477,235000,28,28,90
0,3414946024,161077,367,171287,14,24,84
1,3414946024,171415,369,173283,24,14,88
0,3414946026,135782,330,149078,8,10,80
1,3414946026,133082,328,146863,10,8,80
0,3414946037,211899,455,227572,22,24,92
1,3414946037,220275,472,245198,24,22,96
0,3414946040,116191,255,111343,22,4,78
1,3414946040,90438,225,89567,4,22,62
0,3414946045,134382,323,143457,12,28,78
1,3414946045,152724,343,161828,28,12,84
0,3414946049,135637,322,146718,16,10,82
1,3414946049,138896,328,149339,10,16,82
0,3414946051,109142,245,103650,20,12,74
1,3414946051,105474,244,103603,12,20,72
0,3414946063,289573,548,291700,36,26,96
1,3414946063,257504,536,278913,26,36,94
0,3414946064,222869,464,236848,30,22,96
1,3414946064,219417,433,215788,22,30,92
0,3414946082,164004,330,154658,30,16,86
1,3414946082,136023,310,136890,16,30,76
0,3414946086,415967,806,471629,34,50,112
1,3414946086,465077,857,527187,50,34,122
0,3414946093,120039,286,125754,10,18,76
1,3414946093,122990,287,126078,18,10,78
0,3414946104,313307,639,366811,22,18,110
1,3414946104,292877,614,338825,18,22,110
0,3414946123,196149,438,212374,8,16,84
1,3414946123,205191,456,225341,16,8,94
0,3414946124,119359,264,112042,18,14,76
1,3414946124,127124,285,122460,14,18,74
0,3414946129,105857,271,113997,2,14,72
1,3414946129,128013,287,126001,14,2,76
0,3414946132,62255,147,53281,18,18,60
1,3414946132,62551,142,49899,18,18,56
0,3414946135,410757,765,444594,36,46,112
1,3414946135,431478,760,437409,46,36,110
0,3414946136,402384,726,424210,38,40,106
1,3414946136,377577,702,389719,40,38,106
0,3414946159,219937,465,235376,34,14,94
1,3414946159,197117,440,215879,14,34,86
0,3414946165,288142,597,337434,22,14,108
1,3414946165,245879,556,301370,14,22,102
0,3414946167,246141,519,264205,22,64,98
1,3414946167,331389,576,324838,64,22,110
0,3414946184,208233,441,220420,26,28,88
1,3414946184,203398,436,213183,28,26,92
0,3414946188,204421,448,220669,18,16,90
1,3414946188,200866,446,226679,16,18,90
0,3414946209,246890,525,280570,22,24,102
1,3414946209,242859,518,268983,24,22,100
0,3414946210,103574,252,108423,10,4,76
1,3414946210,98803,250,105255,4,10,70
0,3414946219,167269,377,184715,26,16,90
1,3414946219,159178,359,169465,16,26,84
0,3414946223,183368,370,177621,22,12,86
1,3414946223,159984,362,170746,12,22,86
0,3414946224,277789,546,288921,22,32,96
1,3414946224,288399,565,305867,32,22,106
0,3414946229,100862,247,104795,12,4,74
1,3414946229,96462,240,97324,4,12,68
0,3414946245,196355,420,208950,28,22,88
1,3414946245,201335,405,198762,22,28,88
0,3414946249,200044,457,228374,20,24,94
1,3414946249,228627,465,239660,24,20,98
0,3414946257,166847,378,181974,12,8,86
1,3414946257,157588,371,173056,8,12,82
0,3414946263,82568,208,82951,2,8,68
1,3414946263,83610,200,79455,8,2,68
0,3414946279,347070,634,355193,50,28,110
1,3414946279,315380,606,328730,28,50,100
0,3414946283,286295,573,313522,30,28,106
1,3414946283,269751,576,318198,28,30,104
0,3414946291,293931,573,310651,40,26,106
1,3414946291,276868,569,308370,26,40,100
0,3414946298,98286,252,108085,6,8,78
1,3414946298,103311,252,107686,8,6,74
0,3414946307,740829,1260,861045,52,58,138
1,3414946307,682315,1231,838494,58,52,144
0,3414946311,199075,451,222959,8,16,88
1,3414946311,199285,440,215558,16,8,90
0,3414946328,150234,334,153943,16,4,82
1,3414946328,129425,319,144258,4,16,82
0,3414946334,165861,368,174002,16,22,80
1,3414946334,166946,373,181264,22,16,88
0,3414946336,141751,289,128598,24,14,78
1,3414946336,123510,272,113667,14,24,72
0,3414946337,76228,182,71752,10,4,68
1,3414946337,68097,176,65203,4,10,64
0,3414946344,391328,694,407200,42,46,114
1,3414946344,369808,668,377867,46,42,112
0,3414946345,174495,368,175739,22,6,88
1,3414946345,146111,358,167471,6,22,88
0,3414946349,115678,279,121759,10,32,76
1,3414946349,150103,305,144310,32,10,82
0,3414946355,72156,207,81795,4,8,68
1,3414946355,79566,214,87651,8,4,72
0,3414946363,112567,251,105571,20,10,76
1,3414946363,98374,242,99218,10,20,70
0,3414946364,95303,207,83352,20,12,68
1,3414946364,85815,207,83791,12,20,68
0,3414946366,134790,323,147999,24,8,82
1,3414946366,132067,312,135840,8,24,80
0,3414946368,163242,358,169960,20,16,88
1,3414946368,162934,366,173231,16,20,82
0,3414946398,366448,714,411219,18,40,108
1,3414946398,371693,745,439042,40,18,120
0,3414946416,266081,553,295950,20,26,100
1,3414946416,263485,595,330271,26,20,106
0,3414946417,220783,505,262226,12,16,98
1,3414946417,227513,497,258513,16,12,96
0,3414946423,234986,466,236350,34,16,96
1,3414946423,206545,463,235648,16,34,96
0,3414946425,100382,248,103093,10,14,76
1,3414946425,107745,253,106850,14,10,74
0,3414946431,239379,484,245276,16,16,96
1,3414946431,241777,496,250526,16,16,92
0,3414946433,268514,569,310834,20,18,104
1,3414946433,274373,579,317534,18,20,104
0,3414946442,143714,335,154788,14,14,84
1,3414946442,139442,342,158162,14,14,86
0,3414946457,66779,161,58093,12,22,56
1,3414946457,81218,177,68403,22,12,64
0,3414946461,170629,394,186815,18,28,88
1,3414946461,185185,411,202020,28,18,88
0,3414946473,44994,118,38859,2,4,52
1,3414946473,44333,120,39555,4,2,56
0,3414946474,193873,409,202660,28,26,92
1,3414946474,189657,419,208173,26,28,92
0,3414946482,198280,467,235390,16,16,96
1,3414946482,216345,476,246535,16,16,96
0,3414946486,113059,275,118817,8,22,76
1,3414946486,134555,293,129512,22,8,78
0,3414946488,228411,484,253132,34,14,98
1,3414946488,198064,457,226011,14,34,92
0,3414946491,239422,468,237678,26,22,92
1,3414946491,216862,456,227764,22,26,96
0,3414946501,114294,279,120574,2,22,76
1,3414946501,149281,301,137964,22,2,82
0,3414946519,268529,527,268115,28,28,96
1,3414946519,268079,530,273977,28,28,98
0,3414946533,80950,197,78579,10,12,66
1,3414946533,82992,194,71192,12,10,64
0,3414946572,202439,373,179774,40,20,90
1,3414946572,165017,350,164730,20,40,82
0,3414946576,176733,397,188724,18,18,84
1,3414946576,187224,404,192309,18,18,90
0,3414946582,165403,327,148858,30,24,86
1,3414946582,150258,329,153860,24,30,82
0,3414946592,180396,404,196471,20,24,88
1,3414946592,203948,430,215174,24,20,90
0,3414946596,187534,409,194845,26,24,88
1,3414946596,187855,403,189962,24,26,86
0,3414946597,214970,463,236612,20,8,98
1,3414946597,199061,453,223694,8,20,90
0,3414946598,205421,464,234559,22,28,98
1,3414946598,252061,481,252618,28,22,98
0,3414946604,169661,374,179730,22,16,88
1,3414946604,162787,370,174870,16,22,84
0,3414946623,156560,390,183575,10,14,82
1,3414946623,160164,392,185263,14,10,84
0,3414946624,169507,340,154488,18,40,80
1,3414946624,212515,389,192571,40,18,92
0,3414946625,106062,262,115792,6,2,78
1,3414946625,94131,245,101981,2,6,72
0,3414946626,119226,284,126609,14,24,80
1,3414946626,138744,298,134352,24,14,84
0,3414946643,315342,608,334741,32,24,112
1,3414946643,317003,601,325534,24,32,102
0,3414946646,330105,662,370711,28,44,108
1,3414946646,348399,676,392468,44,28,116
0,3414946647,152598,334,154612,18,22,82
1,3414946647,143681,323,147429,22,18,80
0,3414946653,194685,438,210439,18,26,90
1,3414946653,223001,448,221218,26,18,88
0,3414946685,139234,293,132341,26,8,82
1,3414946685,114087,280,121819,8,26,76
0,3414946696,165553,364,169740,20,34,86
1,3414946696,186751,378,180302,34,20,88
0,3414946699,107889,269,112725,10,18,74
1,3414946699,127626,285,126141,18,10,78
0,3414946705,121601,296,132216,8,6,78
1,3414946705,108227,270,116874,6,8,72
0,3414946708,146072,311,136852,32,14,78
1,3414946708,121898,291,122007,14,32,74
0,3414946723,389213,697,403558,48,38,112
1,3414946723,336156,655,363022,38,48,108
0,3414946734,203945,416,205775,22,14,92
1,3414946734,186860,420,205344,14,22,90
0,3414946740,147910,344,155017,14,26,82
1,3414946740,160553,363,168850,26,14,86
0,3414946744,97185,193,72535,22,14,64
1,3414946744,86777,189,71199,14,22,66
0,3414946767,103000,244,102137,14,14,72
1,3414946767,97651,243,101005,14,14,72
0,3414946781,211076,471,246622,18,14,98
1,3414946781,200436,453,227957,14,18,92
0,3414946783,178117,378,178305,18,10,86
1,3414946783,152055,372,171016,10,18,84
0,3414946795,5000,10,0,0,0,6
1,3414946795,5000,10,0,0,0,4
