,match_id,totalGold,level,xp,totalKills,totalDeaths,level_ups
1,3415001074,147816,332,154194,16,14,82
0,3415001080,118077,236,98157,28,16,68
1,3415001080,100399,232,94290,16,28,66
0,3415001090,201705,496,257313,12,16,96
1,3415001090,248838,530,287569,16,12,100
0,3415001091,257582,522,277797,28,22,102
1,3415001091,246687,506,258835,22,28,98
0,3415001110,143432,337,152322,6,14,80
1,3415001110,153372,370,177888,14,6,88
0,3415001122,312300,615,341950,44,16,112
1,3415001122,308907,611,331710,16,44,106
0,3415001123,102657,249,103309,8,4,70
1,3415001123,93815,245,100663,4,8,70
0,3415001140,32085,84,22926,0,8,42
1,3415001140,35701,91,26797,8,0,48
0,3415001141,193276,419,209399,22,14,92
1,3415001141,186022,420,206162,14,22,92
0,3415001158,189037,404,190933,22,16,92
1,3415001158,170856,393,184469,16,22,82
0,3415001166,238430,512,269445,26,24,98
1,3415001166,244836,516,273228,24,26,108
0,3415001179,344603,694,408361,36,20,118
1,3415001179,314551,667,370670,20,36,112
0,3415001181,208369,416,208044,24,20,90
1,3415001181,197215,411,201101,20,24,92
0,3415001184,145966,325,149087,26,22,82
1,3415001184,144526,321,146633,22,26,78
0,3415001196,89650,221,90586,12,0,74
1,3415001196,79602,212,84852,0,12,68
0,3415001202,255375,458,234733,36,58,98
1,3415001202,306063,489,255165,58,36,102
0,3415001204,124039,295,131326,12,8,78
1,3415001204,112439,285,124735,8,12,80
0,3415001205,105572,258,111622,16,6,76
1,3415001205,98346,241,99159,6,16,70
0,3415001206,302513,584,311000,38,40,104
1,3415001206,337239,619,343409,40,38,104
0,3415001222,102260,247,103229,16,8,74
1,3415001222,93035,238,94809,8,16,66
0,3415001223,93770,234,95043,6,18,68
1,3415001223,112461,251,107312,18,6,72
0,3415001232,265748,530,272836,20,22,98
1,3415001232,282146,558,301092,22,20,100
0,3415001236,135843,290,130123,24,16,80
1,3415001236,120213,263,111084,16,24,72
0,3415001246,159217,364,172093,16,12,84
1,3415001246,154059,366,170021,12,16,84
0,3415001250,225516,523,267587,4,28,92
1,3415001250,265117,579,321395,28,4,108
0,3415001257,269609,520,274887,38,32,100
1,3415001257,243958,507,262051,32,38,98
0,3415001258,5000,10,0,0,0,8
1,3415001258,5000,10,0,0,0,4
0,3415001270,65386,174,65438,2,2,60
1,3415001270,65664,174,65333,2,2,62
0,3415001273,5000,10,0,0,0,10
1,3415001273,5000,10,0,0,0,6
0,3415001280,246827,499,256907,32,36,96
1,3415001280,241513,502,264499,36,32,102
0,3415001296,77659,175,64358,12,14,62
1,3415001296,79069,180,67744,14,12,66
0,3415001302,254071,528,278525,12,4,102
1,3415001302,226707,511,266052,4,12,96
0,3415001319,157433,369,172465,10,16,86
1,3415001319,169251,373,177415,16,10,86
0,3415001323,74274,176,67407,12,22,62
1,3415001323,78704,182,69977,22,12,64
0,3415001341,229970,524,274625,10,32,100
1,3415001341,289281,549,303211,32,10,106
0,3415001343,126388,311,139578,10,20,80
1,3415001343,158618,339,160313,20,10,86
0,3415001358,218555,466,235913,14,22,94
1,3415001358,212360,469,239360,22,14,94
0,3415001359,94901,248,104072,6,8,72
1,3415001359,98106,248,104573,8,6,72
0,3415001370,68386,160,57934,8,14,60
1,3415001370,80037,182,68992,14,8,64
0,3415001378,184554,418,202655,12,10,88
1,3415001378,182215,412,206337,10,12,90
0,3415001409,148031,340,160433,22,8,88
1,3415001409,127445,323,147967,8,22,82
0,3415001410,100982,238,97663,10,2,70
1,3415001410,94479,242,98328,2,10,72
0,3415001422,114535,246,104213,12,12,74
1,3415001422,104533,239,96982,12,12,70
0,3415001426,146743,329,152205,16,18,82
1,3415001426,148030,328,150288,18,16,84
0,3415001433,90740,215,86004,14,12,70
1,3415001433,87190,204,80055,12,14,68
0,3415001439,168922,393,186923,8,30,88
1,3415001439,197583,419,209036,30,8,92
0,3415001441,148891,332,154336,26,14,84
1,3415001441,135456,315,138790,14,26,76
0,3415001443,5000,10,0,0,0,4
1,3415001443,5000,10,0,0,0,8
0,3415001446,104528,247,104354,14,4,72
1,3415001446,90236,254,107469,4,14,74
0,3415001449,89796,212,84802,18,2,70
1,3415001449,78228,199,77517,2,18,62
0,3415001470,214013,436,210309,24,26,88
1,3415001470,216740,457,235622,26,24,94
0,3415001471,184128,361,170741,26,32,82
1,3415001471,196528,368,174770,32,26,86
0,3415001479,381899,725,418910,36,26,112
1,3415001479,393625,717,407991,26,36,108
0,3415001488,42958,105,31972,6,22,46
1,3415001488,53919,117,38186,22,6,54
0,3415001489,194741,412,201797,22,20,90
1,3415001489,190481,409,199489,20,22,88
0,3415001495,99575,221,89426,22,10,72
1,3415001495,84665,197,75726,10,22,64
0,3415001526,232338,499,250960,20,26,92
1,3415001526,247282,497,257087,26,20,92
0,3415001534,215836,461,230017,18,22,90
1,3415001534,209903,460,234836,22,18,96
0,3415001542,191714,475,244644,10,4,96
1,3415001542,195709,472,240487,4,10,94
0,3415001548,169715,355,163099,18,28,80
1,3415001548,172928,369,178749,28,18,86
0,3415001551,281041,491,250570,48,30,92
1,3415001551,230579,450,210010,30,48,84
0,3415001554,218031,499,252400,22,30,94
1,3415001554,221841,510,268066,30,22,98
0,3415001557,101487,236,95910,10,22,70
1,3415001557,108456,252,106175,22,10,74
0,3415001558,163111,376,181397,18,14,92
1,3415001558,163901,377,183127,14,18,88
0,3415001571,95497,245,103969,6,2,70
1,3415001571,90407,244,101721,2,6,70
0,3415001574,75613,182,69925,8,0,66
1,3415001574,63573,167,61571,0,8,58
0,3415001585,126680,278,122462,20,26,74
1,3415001585,136310,289,128013,26,20,82
0,3415001603,236235,464,237461,36,24,96
1,3415001603,217408,450,221953,24,36,92
0,3415001604,184592,407,198760,14,18,96
1,3415001604,193142,414,201849,18,14,94
0,3415001615,167300,372,175282,14,20,86
1,3415001615,169731,373,179544,20,14,90
0,3415001633,168821,371,179407,18,16,88
1,3415001633,168529,373,181048,16,18,92
0,3415001637,442392,764,457537,42,20,118
1,3415001637,327712,695,390435,20,42,104
0,3415001638,350691,709,403367,28,34,112
1,3415001638,354976,718,420911,34,28,114
0,3415001639,240359,477,237550,26,22,92
1,3415001639,253252,508,262524,22,26,98
0,3415001644,146537,336,160245,12,14,84
1,3415001644,138737,326,151349,14,12,84
0,3415001648,286879,552,296072,30,38,102
1,3415001648,284328,561,297886,38,30,100
0,3415001649,286426,597,322052,22,20,104
1,3415001649,274159,597,317661,20,22,100
0,3415001659,237640,479,236892,26,28,94
1,3415001659,261062,504,258610,28,26,96
0,3415001662,237376,505,260753,22,32,98
1,3415001662,239256,531,286906,32,22,104
0,3415001666,400034,763,460947,46,24,118
1,3415001666,350367,702,397211,24,46,110
0,3415001672,261838,567,303718,32,22,106
1,3415001672,256961,547,287523,22,32,96
0,3415001683,174555,435,211543,12,24,88
1,3415001683,218187,454,228935,24,12,90
0,3415001684,171702,383,186294,18,14,88
1,3415001684,154227,370,179104,14,18,86
0,3415001687,62380,165,59178,2,14,58
1,3415001687,76248,183,68919,14,2,68
0,3415001694,47700,130,43568,0,20,54
1,3415001694,66628,153,57926,20,0,64
0,3415001711,213389,446,225787,24,20,90
1,3415001711,200802,441,220810,20,24,90
0,3415001716,52805,144,50478,0,8,58
1,3415001716,60123,150,54362,8,0,60
0,3415001737,81445,201,78660,6,18,66
1,3415001737,92207,213,87195,18,6,72
0,3415001738,217966,492,246456,16,26,90
1,3415001738,245335,525,279658,26,16,98
0,3415001742,321059,671,382052,32,24,112
1,3415001742,286473,642,352565,24,32,106
0,3415001746,172721,401,190314,16,26,86
1,3415001746,204875,413,203822,26,16,88
0,3415001754,128217,321,143612,4,16,78
1,3415001754,141310,330,153213,16,4,86
0,3415001760,144741,313,139747,22,14,78
1,3415001760,142755,315,142547,14,22,78
0,3415001772,219315,387,190464,52,22,92
1,3415001772,160404,356,165062,22,52,82
0,3415001781,101675,251,108834,10,4,76
1,3415001781,96420,241,98388,4,10,72
0,3415001782,163865,371,176433,22,34,90
1,3415001782,182762,384,187922,34,22,92
0,3415001786,150884,348,157486,16,14,82
1,3415001786,157373,359,168341,14,16,82
0,3415001788,127530,287,128114,20,14,80
1,3415001788,122104,286,126155,14,20,78
0,3415001789,163726,408,196211,14,26,88
1,3415001789,193345,421,210230,26,14,92
0,3415001797,106239,243,104112,12,10,74
1,3415001797,102776,248,104732,10,12,76
0,3415001801,49514,113,36787,12,8,52
1,3415001801,48924,107,33222,8,12,48
0,3415001824,95604,236,97732,10,22,72
1,3415001824,119474,252,108123,22,10,74
0,3415001830,214890,492,252930,10,34,94
1,3415001830,256580,497,257747,34,10,96
0,3415001832,213129,459,229356,24,24,92
1,3415001832,212684,461,237026,24,24,96
0,3415001833,185874,421,209262,16,16,92
1,3415001833,179376,417,206095,16,16,90
0,3415001834,48249,121,40055,8,4,54
1,3415001834,42312,114,37243,4,8,50
0,3415001838,176918,387,188894,20,22,88
1,3415001838,176865,379,182547,22,20,88
0,3415001844,268613,572,313452,20,22,102
1,3415001844,272710,571,309692,22,20,106
0,3415001853,173272,418,201061,18,12,90
1,3415001853,178574,428,214097,12,18,92
0,3415001865,186606,378,179473,26,16,88
1,3415001865,154308,345,156602,16,26,84
0,3415001869,136844,318,141641,20,30,76
1,3415001869,153211,334,155809,30,20,82
0,3415001876,405723,855,517134,42,30,122
1,3415001876,417754,842,510723,30,42,116
0,3415001890,133529,310,134402,10,22,76
1,3415001890,154783,325,147435,22,10,82
0,3415001893,81210,209,83246,6,10,66
1,3415001893,87664,225,94990,10,6,74
0,3415001905,129174,302,137408,14,12,82
1,3415001905,124376,287,126258,12,14,78
0,3415001922,88983,218,88523,6,4,70
1,3415001922,77111,205,78342,4,6,68
0,3415001941,129863,324,145706,8,12,80
1,3415001941,130365,319,144225,12,8,82
0,3415001948,304503,625,344634,20,22,104
1,3415001948,329417,640,364894,22,20,110
0,3415001956,111700,254,109568,18,4,76
1,3415001956,88769,240,96214,4,18,70
0,3415001962,43678,116,37311,2,4,52
1,3415001962,46085,120,39471,4,2,54
0,3415001969,227314,511,257811,22,52,94
1,3415001969,293902,574,316073,52,22,106
0,3415001970,373519,637,359064,52,30,110
1,3415001970,306493,616,337593,30,52,102
0,3415001976,208260,444,220529,18,18,92
1,3415001976,200586,442,213576,18,18,90
0,3415001985,244735,559,299813,20,20,108
1,3415001985,264116,556,292846,20,20,98
0,3415001987,222896,457,230363,22,32,90
1,3415001987,231576,474,243783,32,22,100
0,3415002004,226505,499,258767,24,10,94
1,3415002004,218544,475,234680,10,24,92
0,3415002005,81188,205,80826,6,18,66
1,3415002005,93149,212,86492,18,6,70
0,3415002017,272427,563,304563,22,24,102
1,3415002017,280238,580,319497,24,22,110
0,3415002018,282926,531,289300,32,18,104
1,3415002018,220582,499,258289,18,32,98
0,3415002027,250079,529,271107,28,34,92
1,3415002027,283190,562,301148,34,28,104
0,3415002030,148264,329,147574,16,18,80
1,3415002030,143890,336,158636,18,16,84
0,3415002032,250106,491,258927,32,24,96
1,3415002032,235462,463,234011,24,32,94
0,3415002053,98456,246,101169,12,18,74
1,3415002053,112961,251,108336,18,12,76
0,3415002056,139563,314,137759,16,16,80
1,3415002056,140944,309,136156,16,16,78
0,3415002057,65908,167,60851,6,28,60
1,3415002057,95261,179,67677,28,6,62
0,3415002071,169833,364,170913,24,30,88
1,3415002071,184420,389,191621,30,24,92
0,3415002092,115762,260,112746,18,6,80
1,3415002092,93587,237,96748,6,18,68
0,3415002100,5000,10,0,0,0,6
1,3415002100,5000,10,0,0,0,6
0,3415002101,176558,380,184604,22,12,90
1,3415002101,155910,370,174338,12,22,86
0,3415002118,296990,582,324391,30,20,104
1,3415002118,278531,567,311069,20,30,102
0,3415002134,164950,358,169710,24,26,84
1,3415002134,181533,373,178713,26,24,82
0,3415002145,196648,455,226304,10,24,92
1,3415002145,203093,476,251884,24,10,98
0,3415002152,232562,510,270841,14,14,98
1,3415002152,219087,500,255876,14,14,96
0,3415002170,173239,410,196409,14,26,86
1,3415002170,205915,427,215479,26,14,92
0,3415002171,174105,394,187214,12,20,86
1,3415002171,179071,402,193507,20,12,90
0,3415002174,171656,334,156416,30,16,82
1,3415002174,139371,317,142939,16,30,80
0,3415002186,149664,346,157137,14,18,80
1,3415002186,158659,366,168819,18,14,86
0,3415002192,95669,237,95212,10,20,70
1,3415002192,103186,240,98153,20,10,74
0,3415002201,5000,10,0,0,0,6
1,3415002201,5000,10,0,0,0,4
0,3415002212,366444,731,419164,28,40,108
1,3415002212,434864,770,454312,40,28,114
0,3415002216,282247,563,300309,36,42,102
1,3415002216,306001,575,307582,42,36,102
0,3415002230,205204,448,222035,16,22,92
1,3415002230,201625,466,234928,22,16,98
0,3415002235,331629,671,381314,40,30,108
1,3415002235,310745,657,374798,30,40,112
0,3415002241,293944,561,306584,42,22,104
1,3415002241,270166,540,282166,22,42,100
0,3415002242,82865,195,74262,10,20,62
1,3415002242,89401,198,75122,20,10,64
0,3415002246,85526,207,82206,12,14,66
1,3415002246,85872,210,83164,14,12,66
0,3415002247,159783,354,162008,18,8,82
1,3415002247,149307,346,160033,8,18,80
0,3415002248,238731,474,243464,42,18,96
1,3415002248,205668,438,217077,18,42,88
0,3415002250,161323,357,165396,20,24,82
1,3415002250,179055,375,179187,24,20,88
0,3415002260,137781,338,160421,14,10,84
1,3415002260,128232,327,148364,10,14,78
0,3415002261,158923,381,176657,8,18,82
1,3415002261,192118,421,206160,18,8,88
0,3415002267,353013,699,392687,26,16,108
1,3415002267,313130,698,393108,16,26,106
0,3415002269,214999,488,257653,16,12,100
1,3415002269,205477,484,251144,12,16,98
0,3415002278,185419,445,214671,6,26,88
1,3415002278,224666,469,240133,26,6,96
0,3415002279,84260,209,82387,16,8,70
1,3415002279,78612,208,81131,8,16,68
0,3415002290,172695,361,170335,22,22,86
1,3415002290,168866,356,164697,22,22,84
0,3415002296,150233,343,161915,20,8,88
1,3415002296,129883,322,145134,8,20,82
0,3415002304,291273,666,374135,20,16,108
1,3415002304,290316,657,365698,16,20,108
0,3415002318,503251,878,544313,50,34,124
1,3415002318,440306,839,510959,34,50,124
0,3415002331,121466,283,127474,14,18,78
1,3415002331,129961,295,131451,18,14,78
0,3415002339,168632,373,178287,18,26,88
1,3415002339,174603,383,184217,26,18,86
0,3415002358,247279,514,272406,30,34,100
1,3415002358,272125,518,277341,34,30,104
0,3415002381,486723,927,574520,48,24,116
1,3415002381,483047,898,531402,24,48,114
0,3415002383,148760,336,157020,20,14,86
1,3415002383,141194,319,142411,14,20,80
0,3415002384,124878,286,128651,12,14,78
1,3415002384,124722,297,134414,14,12,82
0,3415002387,343146,629,352252,42,28,104
1,3415002387,295135,602,335286,28,42,104
0,3415002391,170462,372,177730,24,28,88
1,3415002391,168315,362,169348,28,24,86
0,3415002392,355720,689,397904,32,14,112
1,3415002392,298014,657,363204,14,32,100
0,3415002393,133010,282,121994,20,28,76
1,3415002393,129966,276,119694,28,20,78
0,3415002397,281504,541,291136,34,24,96
1,3415002397,246635,544,282938,24,34,100
0,3415002415,317015,610,344930,30,34,106
1,3415002415,310371,604,331652,34,30,104
0,3415002419,148265,365,170896,12,20,86
1,3415002419,158060,381,185797,20,12,88
0,3415002422,174979,377,183138,22,16,88
1,3415002422,163452,372,177452,16,22,86
0,3415002427,70291,192,72428,4,12,64
1,3415002427,90603,217,89352,12,4,70
0,3415002431,227929,495,256516,20,24,98
1,3415002431,237299,507,265190,24,20,96
0,3415002439,138263,330,148582,18,14,80
1,3415002439,135132,320,145699,14,18,82
0,3415002440,111287,279,119485,10,18,74
1,3415002440,124175,294,130925,18,10,82
0,3415002481,106090,254,104076,10,10,72
1,3415002481,115666,275,116815,10,10,76
0,3415002487,182278,409,194038,16,24,84
1,3415002487,204287,423,208093,24,16,92
0,3415002488,181124,417,207464,14,10,92
1,3415002488,184417,427,215409,10,14,94
0,3415002494,92941,215,88387,20,12,74
1,3415002494,83207,203,80871,12,20,70
0,3415002495,165133,392,188573,20,18,80
1,3415002495,179018,408,199027,18,20,86
0,3415002505,207271,462,232895,12,20,96
1,3415002505,229415,473,244907,20,12,96
0,3415002516,221299,497,253095,12,26,92
1,3415002516,233907,513,271184,26,12,100
0,3415002528,128009,290,130803,14,10,76
1,3415002528,114373,288,125784,10,14,78
0,3415002530,363748,688,395896,34,10,120
1,3415002530,305855,650,360014,10,34,102
0,3415002542,264891,595,315967,16,26,98
1,3415002542,288514,603,325741,26,16,104
0,3415002548,125154,271,115485,20,22,72
1,3415002548,134850,279,120072,22,20,76
0,3415002550,122851,294,130306,12,4,82
1,3415002550,111009,275,117061,4,12,74
0,3415002558,172681,422,206155,22,18,92
1,3415002558,192434,424,207553,18,22,90
0,3415002581,79024,209,83778,2,6,68
1,3415002581,84723,208,82413,6,2,66
0,3415002586,140440,327,147972,18,2,82
1,3415002586,125865,317,139769,2,18,80
0,3415002587,166315,367,174146,18,22,88
1,3415002587,168012,373,178992,22,18,90
0,3415002614,164546,352,158595,28,24,80
1,3415002614,186223,379,183155,24,28,86
0,3415002617,63584,152,55092,16,0,64
1,3415002617,48803,135,44313,0,16,54
0,3415002629,117328,274,115616,16,22,74
1,3415002629,133761,282,125520,22,16,76
0,3415002637,135294,308,134930,14,24,78
1,3415002637,152840,313,140944,24,14,84
0,3415002650,262441,546,283963,24,14,100
1,3415002650,237141,548,292378,14,24,96
0,3415002657,134833,328,152003,6,14,84
1,3415002657,149175,325,150248,14,6,86
0,3415002659,119589,288,126721,18,34,74
1,3415002659,134775,287,131482,34,18,80
0,3415002660,148973,337,156526,22,6,84
1,3415002660,120585,318,141162,6,22,80
0,3415002667,150649,319,142619,18,16,80
1,3415002667,145934,321,151979,16,18,84
0,3415002671,268165,556,289376,20,30,98
1,3415002671,310615,601,330106,30,20,102
0,3415002672,82729,211,84966,6,4,68
1,3415002672,82198,214,85844,4,6,70
0,3415002684,154102,396,184000,10,12,82
1,3415002684,176709,415,199602,12,10,88
0,3415002691,95970,236,97529,6,18,70
1,3415002691,129988,294,134242,18,6,82
0,3415002699,137164,326,149162,10,4,80
1,3415002699,116197,296,129394,4,10,76
0,3415002700,227181,462,233650,28,30,92
1,3415002700,242602,481,253953,30,28,100
0,3415002702,148981,344,163992,20,14,86
1,3415002702,138834,333,153113,14,20,86
0,3415002720,183905,413,198992,14,20,86
1,3415002720,196335,413,202109,20,14,88
0,3415002727,315729,653,367435,34,36,108
1,3415002727,338050,675,382100,36,34,112
0,3415002729,42522,114,35774,2,4,50
1,3415002729,43738,118,39297,4,2,56
0,3415002764,213661,469,241131,12,14,96
1,3415002764,211431,466,236159,14,12,94
0,3415002768,123522,285,126998,16,10,78
1,3415002768,116332,278,119875,10,16,72
0,3415002802,208782,434,221589,30,16,94
1,3415002802,192541,412,201605,16,30,92
0,3415002812,129787,302,128665,14,20,74
1,3415002812,147388,310,135981,20,14,78
0,3415002821,139070,329,149177,18,14,80
1,3415002821,140306,331,151841,14,18,82
0,3415002828,71691,175,64218,6,12,64
1,3415002828,76171,179,68519,12,6,64
0,3415002832,356396,684,378811,30,48,110
1,3415002832,408359,741,438835,48,30,118
0,3415002833,138954,330,151808,20,14,84
1,3415002833,141941,325,149083,14,20,82
0,3415002840,115398,272,117538,10,8,76
1,3415002840,112448,269,112817,8,10,72
0,3415002841,110780,287,124140,12,18,74
1,3415002841,126586,290,127492,18,12,80
0,3415002842,192175,453,225915,10,24,90
1,3415002842,226004,459,229706,24,10,94
0,3415002844,93087,215,88535,18,0,70
1,3415002844,76054,208,82080,0,18,66
0,3415002855,86858,206,79268,12,22,66
1,3415002855,101676,213,88582,22,12,70
0,3415002858,81118,204,81437,6,14,64
1,3415002858,88355,219,88982,14,6,72
0,3415002869,89508,207,81976,12,6,66
1,3415002869,83517,208,81740,6,12,66
0,3415002870,69900,180,68610,6,6,66
1,3415002870,63824,174,67041,6,6,64
0,3415002881,151111,352,161185,16,14,80
1,3415002881,156567,360,173556,14,16,86
0,3415002895,144538,363,165490,12,16,86
1,3415002895,156625,377,180814,16,12,84
0,3415002935,171833,356,162134,24,30,82
1,3415002935,177343,365,173918,30,24,88
0,3415002949,116156,285,121057,8,18,74
1,3415002949,132824,299,134734,18,8,82
0,3415002953,5000,10,0,0,0,10
1,3415002953,5000,10,0,0,0,2
0,3415002972,326967,663,374919,34,20,108
1,3415002972,301669,648,356912,20,34,104
0,3415002976,221549,439,219140,26,32,92
1,3415002976,241472,439,214131,32,26,92
0,3415002979,117695,290,128823,10,18,76
1,3415002979,130211,299,135449,18,10,82
0,3415002986,72344,179,67250,14,4,64
1,3415002986,61693,173,63799,4,14,58
0,3415002987,247428,472,243693,32,20,94
1,3415002987,226552,467,234711,20,32,94
0,3415002989,210894,430,202711,26,32,86
1,3415002989,228317,460,229576,32,26,94
0,3415002997,269224,544,298052,38,24,108
1,3415002997,238570,513,268394,24,38,100
0,3415003018,168452,377,178220,10,12,84
1,3415003018,167538,385,185809,12,10,88
0,3415003019,186150,410,203535,10,24,86
1,3415003019,198872,429,218886,24,10,96
0,3415003020,75532,202,77772,2,24,64
1,3415003020,94852,211,87835,24,2,72
0,3415003030,231704,538,276333,10,22,96
1,3415003030,257944,562,304192,22,10,102
0,3415003032,213667,447,218009,20,22,92
1,3415003032,217533,460,230476,22,20,96
0,3415003033,302467,551,293582,50,32,98
1,3415003033,291655,569,311498,32,50,102
0,3415003043,193939,436,210637,20,32,88
1,3415003043,226068,465,234292,32,20,96
0,3415003057,147600,362,166463,12,22,78
1,3415003057,169848,384,190249,22,12,94
0,3415003065,191897,452,226925,20,20,92
1,3415003065,212233,460,229588,20,20,92
0,3415003090,114849,310,134753,4,14,78
1,3415003090,141477,328,152448,14,4,82
0,3415003106,155061,377,180035,4,16,92
1,3415003106,165838,376,178424,16,4,90
0,3415003107,195798,436,222117,18,10,98
1,3415003107,175748,425,212399,10,18,90
0,3415003114,221000,503,259392,16,30,96
1,3415003114,263882,522,283167,30,16,104
0,3415003115,170872,360,169869,20,24,82
1,3415003115,157093,359,163512,24,20,84
0,3415003118,149707,359,168332,10,16,84
1,3415003118,160496,377,181212,16,10,88
0,3415003126,111208,305,135008,6,20,76
1,3415003126,146963,327,149888,20,6,82
0,3415003130,241502,487,255511,34,16,98
1,3415003130,199234,445,221788,16,34,90
0,3415003135,202877,429,215579,24,14,94
1,3415003135,177555,406,195643,14,24,90
0,3415003167,150819,356,163482,10,20,82
1,3415003167,178266,381,183653,20,10,92
0,3415003168,65073,150,55016,10,2,62
1,3415003168,50248,132,42852,2,10,52
0,3415003171,237867,485,260044,34,30,98
1,3415003171,231128,483,251028,30,34,96
0,3415003199,143873,279,121803,32,20,80
1,3415003199,114985,248,98449,20,32,70
0,3415003200,481087,880,531832,40,42,118
1,3415003200,525446,876,531821,42,40,114
0,3415003243,205272,467,236452,12,26,98
1,3415003243,230220,479,250505,26,12,98
0,3415003246,117169,280,120787,10,20,78
1,3415003246,129791,290,128466,20,10,80
0,3415003259,146717,336,156879,18,8,84
1,3415003259,123073,319,142342,8,18,76
0,3415003276,118186,233,96065,24,12,74
1,3415003276,102210,226,87842,12,24,68
0,3415003277,135314,300,135043,18,10,78
1,3415003277,118004,291,128247,10,18,80
0,3415003278,108656,235,97306,18,8,70
1,3415003278,99643,239,97909,8,18,72
0,3415003308,100813,249,104464,14,6,74
1,3415003308,93113,237,97042,6,14,70
0,3415003345,99916,219,90801,18,12,70
1,3415003345,86292,213,84803,12,18,70
0,3415003349,161846,352,163598,22,18,84
1,3415003349,169012,364,172129,18,22,82
0,3415003350,250394,520,276132,32,20,100
1,3415003350,231790,491,245123,20,32,94
0,3415003353,91342,209,82858,18,10,70
1,3415003353,81184,198,76636,10,18,64
0,3415003356,122641,312,137507,14,22,76
1,3415003356,138011,324,149134,22,14,82
0,3415003370,146039,327,152095,16,12,84
1,3415003370,131884,308,138340,12,16,76
0,3415003372,443698,818,482878,38,34,116
1,3415003372,470115,866,543829,34,38,122
0,3415003378,167693,391,184191,6,18,84
1,3415003378,188030,420,206150,18,6,92
0,3415003388,187425,418,206449,22,26,90
1,3415003388,201434,422,208744,26,22,92
0,3415003389,100514,238,95619,14,8,70
1,3415003389,91512,233,91341,8,14,68
0,3415003404,225079,420,212471,36,14,92
1,3415003404,169512,399,192484,14,36,88
0,3415003405,100741,247,103471,12,12,74
1,3415003405,97585,245,100579,12,12,72
0,3415003417,136384,324,148432,14,14,80
1,3415003417,135745,323,145458,14,14,82
0,3415003419,239649,502,263431,22,22,98
1,3415003419,257928,519,273670,22,22,100
0,3415003425,210504,458,227777,26,32,92
1,3415003425,223970,481,251394,32,26,96
0,3415003427,362120,738,416566,14,28,104
1,3415003427,408476,801,479556,28,14,114
0,3415003434,80373,180,68502,8,12,58
1,3415003434,92296,215,88350,12,8,70
0,3415003437,69875,175,66684,8,8,64
1,3415003437,70848,177,67141,8,8,62
0,3415003443,85144,200,74852,12,18,64
1,3415003443,101411,211,85344,18,12,66
0,3415003457,191740,412,205663,22,10,90
1,3415003457,171588,419,209255,10,22,90
0,3415003477,76364,200,74852,4,22,60
1,3415003477,85097,208,81268,22,4,68
0,3415003484,183610,405,193248,28,36,86
1,3415003484,197691,415,200906,36,28,92
0,3415003497,147502,350,157785,8,22,84
1,3415003497,181836,369,175678,22,8,84
0,3415003502,181930,364,166927,26,14,84
1,3415003502,157952,356,161761,14,26,80
0,3415003519,142416,355,162863,2,10,82
1,3415003519,157813,362,172527,10,2,86
0,3415003525,216481,468,245169,24,20,94
1,3415003525,215110,475,244144,20,24,98
0,3415003559,253057,559,297940,24,24,104
1,3415003559,262378,561,300285,24,24,104
0,3415003571,275646,549,287364,20,22,96
1,3415003571,265482,546,287172,22,20,98
0,3415003574,193644,412,199019,22,32,90
1,3415003574,205264,411,204173,32,22,96
0,3415003579,127530,283,123827,24,18,78
1,3415003579,129036,270,113638,18,24,78
0,3415003586,182751,411,197947,14,16,90
1,3415003586,185746,402,190815,16,14,86
0,3415003597,5000,10,0,0,0,6
1,3415003597,5000,10,0,0,0,6
0,3415003601,98002,204,82759,26,6,68
1,3415003601,75410,188,70469,6,26,62
0,3415003604,117892,285,126438,12,10,80
1,3415003604,121339,281,121820,10,12,78
0,3415003616,170726,394,188814,18,22,84
1,3415003616,184213,403,195454,22,18,88
0,3415003624,116722,288,123120,12,6,78
1,3415003624,115177,290,127400,6,12,78
0,3415003630,182544,415,204266,22,16,92
1,3415003630,180905,392,184131,16,22,82
0,3415003634,292766,582,319156,38,28,104
1,3415003634,265470,560,302441,28,38,104
0,3415003647,263880,521,278641,36,24,104
1,3415003647,254689,499,257784,24,36,92
0,3415003662,252855,555,296764,24,44,102
1,3415003662,279258,563,301812,44,24,106
0,3415003665,168036,407,197734,12,34,86
1,3415003665,214472,445,232622,34,12,96
0,3415003669,193089,457,229669,12,24,92
1,3415003669,224423,485,255971,24,12,100
0,3415003670,170554,380,184268,24,10,90
1,3415003670,154939,358,163515,10,24,78
0,3415003682,153841,362,169210,12,12,86
1,3415003682,161668,380,181568,12,12,88
0,3415003683,89309,221,89669,12,8,72
1,3415003683,82920,208,82791,8,12,68
0,3415003689,230258,506,259919,26,18,100
1,3415003689,245807,506,259444,18,26,96
0,3415003698,98436,250,104814,6,14,72
1,3415003698,103582,256,110479,14,6,78
0,3415003700,106019,232,95298,14,12,70
1,3415003700,92647,222,87636,12,14,66
0,3415003707,118975,297,128603,4,12,76
1,3415003707,132412,329,154902,12,4,86
0,3415003708,118967,294,133250,16,14,80
1,3415003708,112527,285,123758,14,16,74
0,3415003720,285167,621,350551,18,14,106
1,3415003720,293752,626,347721,14,18,104
0,3415003728,5000,10,0,0,0,6
1,3415003728,5000,10,0,0,0,8
0,3415003734,181985,387,186021,16,24,86
1,3415003734,187142,400,195589,24,16,90
