,participantId,win,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,statPerk0,statPerk1,statPerk2,highestAchievedSeasonTier,role,lane
5,6,False,3153,3085,1038,1037,1018,3006,3340,2,9,6,0,1,0,834,0,0,0,0,0,124942,2617,116370,5955,326,12938,1740,11197,0,2615,3,10404,1338,0,8,30,28754,15613,12915,225,10643,10425,0,0,179,20,13,4,694,15,0,0,3,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,1,40,0,9111,227,160,0,9103,0,0,0,8014,303,0,0,8304,11,1,5,8410,88,0,0,8000,8300,5005,5008,5002,,DUO_CARRY,BOTTOM
6,7,False,3152,3157,3116,3108,3020,3151,3340,15,8,6,6,2,4,640,1,0,0,0,0,158076,137975,10500,9600,0,32551,30798,1044,708,5986,1,24503,1641,463,14,21,34489,18723,14846,920,15565,13850,0,0,187,0,0,0,406,16,2,0,11,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,2615,0,0,8224,1014,0,0,8210,0,0,0,8237,777,0,0,8139,1502,0,0,8135,5493,5,0,8200,8100,5008,5008,5003,,SOLO,MIDDLE
7,8,False,2065,3853,3028,3174,3158,3114,3364,1,7,13,0,1,0,837,0,0,0,0,0,16054,13046,3008,0,0,3648,3445,202,0,22605,5,12942,353,0,73,52,20762,12227,8234,300,7841,7575,0,0,19,1,1,0,256,14,3,0,35,12,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,3761,0,0,8463,574,0,0,8473,1093,0,0,8453,2406,355,0,8226,250,280,0,8234,11812,0,0,8400,8200,5008,5002,5003,,DUO_SUPPORT,BOTTOM
8,9,False,1058,3152,1058,3020,3100,1402,3364,5,11,9,0,1,0,600,0,0,0,0,0,175691,131057,36274,8360,0,22027,17375,2774,1878,18583,1,24206,8919,3383,31,25,52444,24231,27317,895,12581,11935,1,0,53,130,115,0,442,16,3,0,5,11,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8128,1466,17,0,8143,826,0,0,8138,30,0,0,8135,7995,5,0,8304,9,4,5,8347,0,0,0,8100,8300,5005,5008,5002,,NONE,JUNGLE
9,10,False,3153,3053,3111,3078,3065,0,3363,9,7,8,3,2,2,457,1,0,0,0,0,193639,409,150935,42294,0,36480,409,30495,5575,5457,1,39509,4193,3306,19,34,42757,26265,15652,840,14783,14783,1,0,206,4,4,0,196,18,2,0,11,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,2501,0,0,9111,1856,340,0,9104,16,30,0,8299,1067,0,0,8444,1894,0,0,8453,1222,1226,0,8000,8400,5005,5008,5002,,SOLO,TOP
0,1,True,3089,1026,3020,3165,1082,3285,3364,18,3,13,7,2,3,891,3,0,0,0,0,102269,84025,12964,5279,0,31738,28488,1701,1547,3742,1,7916,11732,4053,14,17,19158,8819,9999,340,14060,12600,1,0,104,16,12,0,61,15,0,0,3,5,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,1791,0,0,8139,1310,0,0,8138,30,0,0,8106,5,0,0,8226,250,641,0,8210,0,0,0,8100,8200,5008,5008,5003,,SOLO,MIDDLE
1,2,True,3144,3078,3158,3042,1043,2055,3363,10,7,8,5,3,2,405,3,1,0,0,0,127250,14966,110672,1610,0,25546,4878,19913,754,2336,3,5834,15006,7980,12,3,15698,5602,9853,242,12282,10833,3,0,157,8,8,0,54,15,2,0,6,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,353,0,0,8009,5866,500,0,9103,24,30,0,8014,726,0,0,8210,0,0,0,8226,250,565,0,8000,8200,5005,5008,5002,,DUO_CARRY,BOTTOM
2,3,True,3860,3065,2055,3068,1028,3047,3364,2,6,19,0,1,0,467,0,0,0,0,0,75378,47758,8515,19104,0,14981,12096,1466,1419,17465,5,27837,4565,1586,35,43,26159,4904,18651,2603,8505,7625,0,0,58,0,0,0,182,14,3,0,9,5,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,794,0,0,8463,749,0,0,8429,55,18,14,8453,1391,0,0,8304,10,3,0,8347,0,0,0,8400,8300,5007,5002,5001,,DUO_SUPPORT,BOTTOM
3,4,True,2033,3143,3812,3068,3047,3123,3340,12,6,6,6,2,3,458,2,0,0,0,0,132315,32397,91035,8883,0,22798,5265,17494,38,5678,1,47719,5381,4971,17,30,23863,3989,17077,2796,13422,11725,2,1,158,1,0,1,492,15,1,0,7,2,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,1297,1017,0,8401,211,0,0,8473,726,0,0,8453,668,869,0,8345,3,0,0,8352,347,1915,1240,8400,8300,5008,5008,5002,,SOLO,TOP
4,5,True,2031,1402,3157,0,1001,3194,3364,6,6,16,3,1,2,351,0,0,0,0,0,140792,99453,20531,20807,0,15920,12472,1217,2230,6498,1,15875,42393,0,27,37,21543,5363,15531,648,10711,8950,1,0,27,102,52,6,162,15,4,0,9,2,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,1102,0,0,8126,631,0,0,8138,30,0,0,8106,5,0,0,8234,6051,0,0,8232,5,10,0,8100,8200,5007,5008,5001,,NONE,JUNGLE
5,6,False,3050,3109,2055,3855,3117,3105,3364,4,8,13,2,1,1,569,0,0,0,0,0,21672,10039,7233,4399,0,10907,6114,2986,1807,547,1,28290,2358,2150,38,51,23823,13545,8708,1569,8403,7950,0,0,25,0,0,0,231,11,13,0,23,3,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,438,0,0,8446,1197,0,0,8429,55,22,15,8451,141,0,0,8345,3,0,0,8347,0,0,0,8400,8300,5007,5002,5001,,DUO_SUPPORT,BOTTOM
6,7,False,3153,3156,1033,3006,3085,3031,3363,11,9,11,5,2,2,363,2,0,0,0,0,166703,4561,155641,6502,2331,29621,2947,23578,3096,2664,3,11184,13075,8599,19,44,22127,11851,9137,1139,14941,14975,2,1,190,28,21,0,788,14,1,0,7,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,2,30,0,8009,2752,500,0,9104,10,50,0,8014,1023,0,0,8304,9,0,0,8410,149,0,0,8000,8300,5005,5008,5002,,DUO_CARRY,BOTTOM
7,8,False,1412,3111,3078,2055,1057,0,3340,6,10,5,4,1,1,319,0,0,0,0,0,91346,9197,79812,2336,0,7696,927,6302,466,9636,1,17352,6380,1779,12,13,28519,14036,13659,822,8954,8478,2,0,24,84,68,4,215,12,2,0,6,0,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,88,0,0,9111,252,220,0,9104,10,20,0,8299,165,0,0,8275,11,0,0,8232,3,0,0,8000,8200,5005,5008,5002,,NONE,JUNGLE
8,9,False,3152,3065,3111,0,3165,0,3340,6,10,3,2,1,1,308,0,0,0,0,0,82556,72653,9374,529,0,19014,17446,1176,391,15034,1,15645,1403,940,29,5,31133,14699,15214,1218,10664,10700,0,0,137,0,0,0,79,14,4,0,13,2,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,1384,0,0,8139,918,0,0,8138,18,0,0,8135,3533,5,0,8210,16,0,0,8275,11,0,0,8100,8200,5007,5008,5002,,SOLO,MIDDLE
9,10,False,3071,1036,3111,3105,0,3133,3340,1,12,4,0,1,0,335,0,0,0,0,0,88563,0,88233,329,0,10714,0,10384,329,7262,1,19189,5236,2367,25,21,32534,11227,20271,1035,7889,7575,0,0,126,8,3,0,157,13,3,0,10,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,418,0,0,9111,300,100,0,9105,24,10,0,8299,480,0,0,8139,852,0,0,8135,1069,2,0,8000,8100,5008,5008,5003,,SOLO,TOP
0,1,False,2031,3860,3050,3067,0,3117,3364,0,3,3,0,0,0,872,0,0,0,0,0,12685,3351,3650,5684,0,2342,1750,591,0,808,5,13535,248,248,34,16,12691,4461,7253,976,4969,4775,0,0,27,0,0,0,36,10,1,0,18,3,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,613,0,0,8463,330,0,0,8473,349,0,0,8451,137,0,0,8345,3,0,0,8347,0,0,0,8400,8300,5007,5002,5001,,DUO_SUPPORT,BOTTOM
1,2,False,3004,3101,1036,3057,3158,1028,3363,1,5,1,0,1,0,556,0,0,0,0,0,61642,6541,55100,0,0,9294,3230,6063,0,0,0,3523,2761,948,9,0,10484,2809,7250,424,7755,6925,0,0,151,4,1,0,4,11,1,0,7,1,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,0,0,0,8009,193,200,0,9103,0,0,0,8017,474,0,0,8226,250,307,0,8210,0,0,0,8000,8200,5005,5008,5002,,DUO_CARRY,BOTTOM
2,3,False,3077,2031,0,1400,3006,3076,3364,2,6,2,0,1,0,428,0,0,0,0,0,82238,27159,49187,5892,0,6194,2338,3233,622,4836,1,7317,5320,30,33,15,18262,3957,13738,566,6548,6425,0,0,14,85,68,0,553,11,3,0,5,7,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9923,24,66,0,8143,184,0,0,8138,4,0,0,8105,10,3,0,9104,21,20,0,8014,127,0,0,8100,8000,5007,5008,5001,,NONE,JUNGLE
3,4,False,1054,3146,3191,2031,3108,3020,3340,2,3,1,0,1,0,542,0,0,0,0,0,75723,54353,21262,108,0,6958,4237,2612,108,2611,1,8868,1816,1816,12,1,14474,3632,10002,839,7481,7225,0,0,163,0,0,0,38,14,1,0,8,1,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,533,0,0,8143,187,0,0,8138,6,0,0,8135,934,3,0,8009,59,30,0,8014,108,0,0,8100,8000,5008,5008,5002,,SOLO,MIDDLE
4,5,False,1055,3006,2031,3046,3031,0,3340,3,3,2,3,1,1,697,0,0,0,0,0,123254,12094,97989,13171,472,12831,1830,10881,120,3104,1,13500,2077,0,25,25,12442,2452,9459,530,8932,8335,0,0,191,4,4,0,144,13,1,0,8,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,1701,0,0,9111,290,100,0,9104,16,30,0,8014,141,0,0,8139,552,0,0,8135,915,3,0,8000,8100,5005,5008,5002,,SOLO,TOP
5,6,True,3142,2031,3117,3147,1036,1036,3364,6,1,3,6,2,1,525,1,0,0,0,0,71796,0,71106,690,496,12694,0,12076,618,752,1,4417,566,566,15,3,8822,3543,4868,410,8170,7725,1,0,102,4,0,0,112,13,1,0,2,4,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,914,0,0,8143,408,0,0,8138,10,0,0,8105,13,4,0,8226,250,324,0,8236,14,0,0,8100,8200,5008,5008,5002,,SOLO,MIDDLE
6,7,True,1055,3031,3095,1018,1042,3006,3340,7,1,3,5,3,2,965,1,1,0,0,0,139701,3264,126297,10140,1192,10419,460,9839,120,1346,2,3358,17738,7601,22,17,6921,1433,5487,0,11090,9450,2,0,159,19,5,3,72,12,2,0,8,3,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,865,0,0,8009,1068,500,0,9103,0,0,0,8014,267,0,0,8275,5,0,0,8236,14,0,0,8000,8200,5005,5008,5002,,DUO_CARRY,BOTTOM
7,8,True,0,1026,3853,1052,3285,3020,3364,1,3,9,0,1,0,815,0,0,0,0,0,60062,51666,3705,4690,0,12661,10960,255,1446,416,1,2590,2535,1506,46,20,7180,1832,5243,104,8312,6560,0,0,51,2,0,2,181,12,5,0,20,7,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8128,654,11,0,8139,521,0,0,8138,30,0,0,8106,5,0,0,8009,1767,500,0,8014,185,0,0,8100,8000,5007,5008,5001,,DUO_SUPPORT,BOTTOM
8,9,True,1400,2031,3071,3105,2055,3111,3340,5,2,5,2,1,2,621,0,0,0,0,0,124104,4719,111183,8201,0,9054,0,7902,1152,14407,1,14314,15315,431,20,17,23563,5543,17851,168,8871,8275,0,0,15,119,77,11,253,13,4,0,7,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,137,0,0,9111,412,200,0,9105,17,50,0,8299,223,0,0,8139,728,0,0,8135,2341,5,0,8000,8100,5008,5008,5002,,NONE,JUNGLE
9,10,True,3146,2033,3115,1001,1042,0,3340,1,1,4,0,1,0,1087,0,0,0,0,0,102114,54691,36555,10867,0,7466,5332,2134,0,6613,5,9426,4133,4133,20,10,13052,2605,10278,168,8854,7500,1,0,178,9,0,9,217,14,0,0,7,4,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,1288,0,0,9101,2200,2922,0,9104,21,50,0,8014,174,0,0,8345,3,0,0,8352,211,1139,688,8000,8300,5005,5008,5003,,SOLO,TOP
0,1,False,3153,3111,2031,1054,3044,3067,3364,3,7,1,2,1,1,475,0,0,0,0,0,46349,216,41486,4646,0,11912,216,9227,2469,549,1,12569,1169,1169,11,19,16596,7285,8525,785,7365,7100,0,0,119,0,0,0,83,11,0,0,4,4,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,229,0,0,9111,132,80,0,9105,0,0,0,8299,351,0,0,8444,492,0,0,8453,205,335,0,8000,8400,5005,5008,5003,,SOLO,MIDDLE
1,2,False,3859,3050,3067,1001,1031,0,3340,1,7,3,0,1,0,310,0,0,0,0,0,17660,5117,4623,7920,0,2437,1804,633,0,3614,5,16221,184,184,20,14,13669,4999,7955,715,5566,4700,0,0,18,0,0,0,41,10,0,0,12,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,1516,0,0,8463,122,0,0,8473,478,0,0,8453,345,372,0,8009,515,400,0,9105,0,0,0,8400,8000,5007,5003,5002,,DUO_SUPPORT,BOTTOM
2,3,False,3047,1054,3078,3052,1028,0,3340,3,6,0,2,1,1,413,0,0,0,0,0,77882,0,68381,9500,0,10446,0,9675,770,2269,1,13841,2961,2961,18,17,20367,3227,15541,1598,7961,7133,1,0,135,6,6,0,89,13,0,0,7,6,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,316,0,0,9111,235,60,0,9104,0,0,0,8299,320,0,0,8275,8,0,0,8234,6826,0,0,8000,8200,5005,5008,5002,,NONE,JUNGLE
3,4,False,3044,2031,3077,1400,3111,3067,3364,3,7,3,0,1,0,292,0,0,0,0,0,115159,4200,99061,11897,0,7955,0,7019,935,8614,1,12954,13973,0,10,7,23260,7176,15682,401,7855,7325,0,0,25,98,73,0,170,11,1,0,1,2,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,187,0,0,9111,135,120,0,9105,15,30,0,8299,327,0,0,8139,478,0,0,8135,2837,5,0,8000,8100,5008,5008,5002,,NONE,JUNGLE
4,5,False,1083,1083,1083,1083,1083,1083,0,0,3,2,0,0,0,518,0,0,0,0,0,108116,641,102209,5266,849,12280,501,11690,88,1677,2,7053,4839,2174,8,15,10667,2935,7381,350,7357,9650,1,0,172,8,5,0,60,11,0,0,6,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,808,0,0,9101,1419,1603,0,9103,0,0,0,8017,721,0,0,8304,11,1,5,8345,3,0,0,8000,8300,5005,5008,5002,,DUO_CARRY,BOTTOM
5,6,True,3078,3077,3047,1054,1036,0,3340,3,4,6,0,1,0,518,0,0,0,0,0,60329,309,51194,8825,0,10797,309,8931,1556,2729,1,18336,5150,2538,14,15,17455,671,15907,876,8100,7413,1,0,111,4,0,0,109,13,3,0,9,1,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,241,0,0,9111,560,180,0,9104,20,0,0,8014,158,0,0,8401,432,0,0,8473,802,0,0,8000,8400,5005,5008,5002,,SOLO,TOP
6,7,True,3153,0,1055,3025,3042,3158,3363,10,1,7,7,2,2,611,2,0,0,0,0,129294,17519,102650,9124,0,20559,6252,13777,530,1802,3,8531,17778,7140,10,6,13630,943,12162,524,11309,9925,2,1,139,16,12,0,161,12,1,0,5,0,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,344,0,0,8009,3753,500,0,9103,20,50,0,8017,982,0,0,8226,250,504,0,8210,0,0,0,8000,8200,5005,5008,5002,,DUO_CARRY,BOTTOM
7,8,True,3864,2055,3009,1036,3179,3033,3364,4,2,15,3,2,1,319,1,0,0,0,0,29053,0,29041,12,277,10481,0,10481,0,10124,5,3795,8799,4330,25,33,8312,1145,6878,288,8269,7355,1,0,12,2,0,0,119,12,5,0,9,5,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8351,45,0,0,8313,0,0,0,8345,3,0,0,8410,96,0,0,9104,18,10,0,8009,2270,500,0,8300,8000,5008,5008,5002,,DUO_SUPPORT,BOTTOM
8,9,True,3157,3145,2055,3020,3100,3067,3363,9,2,2,8,2,1,741,1,0,0,0,0,69806,56009,13378,418,0,10806,7873,2515,418,2478,1,6463,7423,5863,21,6,8472,591,7263,617,10409,9850,3,0,127,16,12,0,107,14,5,0,9,1,False,False,True,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,749,0,0,8143,410,0,0,8138,30,0,0,8135,1252,4,0,8345,3,0,0,8352,158,685,434,8100,8300,5008,5008,5002,,SOLO,MIDDLE
9,10,True,1401,3083,3047,3082,3076,0,3364,4,1,14,4,1,1,244,0,0,0,0,0,117088,93648,18522,4917,11,13365,10870,1148,1346,37585,5,23445,12892,840,19,47,29199,2294,24901,2003,9877,8825,0,0,50,88,53,8,341,13,3,0,5,2,False,False,False,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,653,0,0,8463,1078,0,0,8429,47,19,12,8453,2556,37,0,8126,749,0,0,8135,7160,4,0,8400,8100,5007,5002,5003,,NONE,JUNGLE
0,1,True,3853,3107,2055,3117,3504,3174,3364,3,6,33,0,1,0,632,0,0,0,0,0,33583,29195,2618,1769,0,17473,15180,522,1769,22720,9,7244,3290,3222,40,33,13934,4052,9395,487,11319,8750,0,0,9,0,0,0,215,16,12,0,18,5,False,False,False,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,943,2785,0,8226,250,1073,0,8210,0,0,0,8237,591,0,0,8345,3,0,0,8347,0,0,0,8200,8300,5008,5008,5002,,DUO_SUPPORT,BOTTOM
1,2,True,2421,3006,3140,3095,3031,3094,3364,22,6,8,7,3,5,679,4,2,0,0,0,232492,38218,188287,5986,676,41886,7832,32100,1954,3784,3,11939,19781,15378,27,21,25790,7179,17698,912,18660,19215,6,0,233,24,13,8,242,17,5,0,11,3,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9923,100,81,0,8139,1314,0,0,8138,18,0,0,8105,16,5,0,9103,21,50,0,8014,1226,0,0,8100,8000,5005,5008,5002,,DUO_CARRY,BOTTOM
2,3,True,3153,3031,3095,1038,3006,2420,3363,13,10,9,3,2,4,698,2,0,0,0,0,115065,2802,110047,2216,1136,30136,1813,26585,1738,1353,1,14969,6271,1597,50,40,25387,4013,20519,853,13533,13650,0,0,92,50,26,8,211,15,2,0,12,3,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,2169,1530,639,9101,2581,2344,0,9104,13,10,0,8014,735,0,0,8275,11,0,0,8233,15,50,0,8000,8200,5005,5008,5002,,SOLO,TOP
3,4,True,1416,3053,3047,3078,0,0,3340,10,5,10,8,1,1,990,0,0,0,0,0,152499,30057,113567,8873,0,20858,5381,14375,1101,10119,1,18790,25043,2931,23,19,28419,6691,20802,925,12291,10958,4,1,27,115,78,13,235,15,2,0,11,3,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,689,0,0,9111,900,400,0,9104,10,20,0,8014,737,0,0,8345,3,0,0,8352,59,295,27,8000,8300,5005,5008,5002,,NONE,JUNGLE
4,5,True,3157,3152,3116,0,0,3020,3340,3,4,11,2,1,1,561,0,0,0,0,0,126442,112202,10810,3430,0,22561,21238,1181,142,22027,1,20860,1845,1845,30,10,30960,7873,21718,1368,10434,10725,1,1,164,4,0,4,161,16,1,0,10,0,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8230,16,0,0,8275,12,0,0,8234,9744,0,0,8232,2,10,0,8352,184,1205,0,8345,3,0,0,8200,8300,5007,5008,5003,,SOLO,MIDDLE
5,6,False,2420,3109,3071,1031,3076,3047,3364,3,11,5,0,1,0,241,0,0,0,0,0,100460,8701,87481,4276,10,12218,1897,9049,1271,4908,1,34416,2775,1053,24,16,37090,9559,24722,2808,9514,9600,1,0,129,8,5,0,27,15,2,0,6,6,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,1347,732,614,9111,881,160,0,9104,24,10,0,8299,566,0,0,8446,506,0,0,8473,1079,0,0,8000,8400,5008,5008,5002,,DUO,MIDDLE
6,7,False,1400,3142,3814,3020,0,3077,3340,10,9,8,4,1,2,657,0,0,0,0,0,131057,8236,117541,5280,0,25265,3893,20171,1200,8792,1,16917,9065,2999,26,9,30345,9088,20518,738,11777,11425,0,0,38,92,71,4,195,15,1,0,10,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8128,1463,18,0,8143,842,0,0,8138,18,0,0,8105,16,5,0,8275,23,0,0,8236,28,0,0,8100,8200,5008,5008,5002,,NONE,JUNGLE
7,8,False,2033,2055,3142,3071,3047,3812,3364,4,10,12,0,1,0,358,0,0,0,0,0,93836,3072,88269,2495,0,22692,1249,21443,0,3728,1,21472,3465,2397,13,46,29346,13088,15331,926,11369,11325,0,0,147,1,0,0,180,15,3,0,5,2,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,795,0,0,9111,532,320,0,9105,16,30,0,8014,446,0,0,8345,3,0,0,8352,357,1965,1235,8000,8300,5008,5008,5002,,DUO,MIDDLE
8,9,False,2033,3157,3116,1052,3027,3009,3340,5,10,14,4,2,1,552,1,0,0,0,0,113271,101485,8282,3503,0,21874,19377,2273,224,5462,4,15724,1360,324,23,49,31138,11915,18327,896,11080,10310,0,0,153,0,0,0,338,14,5,0,11,2,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8230,23,0,0,8275,10,0,0,8234,11965,0,0,8232,2,30,0,8316,3547,0,0,8352,351,1783,1200,8200,8300,5008,5008,5001,,DUO_CARRY,BOTTOM
9,10,False,3026,3179,3142,3857,3117,3035,3364,9,11,4,4,1,3,399,0,0,0,0,0,29450,519,21785,7145,0,11744,235,9656,1852,7691,5,22736,875,875,48,30,28015,9911,16767,1336,12677,11425,0,0,45,4,0,0,132,12,5,0,20,7,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,564,0,0,8463,480,0,0,8473,892,0,0,8453,723,0,0,8143,299,0,0,8106,5,0,0,8400,8100,5008,5008,5001,,DUO_SUPPORT,BOTTOM
0,1,False,3179,3814,3047,1055,3133,3134,3340,6,11,5,3,1,1,370,0,0,0,0,0,94846,10409,80886,3550,0,24607,5998,17661,947,440,1,6732,467,467,11,32,15254,6348,8364,541,9865,9375,0,0,134,1,0,0,349,13,1,0,8,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,916,0,0,8226,250,499,0,8210,0,0,0,8237,480,0,0,8009,1781,500,0,8017,1629,0,0,8200,8000,5008,5008,5002,,NONE,JUNGLE
1,2,False,1416,3078,3052,3111,0,0,3364,5,10,4,2,1,1,213,0,0,0,0,0,102341,24405,71367,6568,0,11233,3195,6793,1245,6605,1,15231,18043,1032,20,15,26314,7979,17373,961,9380,9033,0,0,57,80,55,0,252,13,3,0,4,5,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,465,0,0,9111,488,180,0,9104,12,20,0,8014,298,0,0,8143,180,0,0,8105,10,3,0,8000,8100,5005,5008,5002,,NONE,JUNGLE
2,3,False,1055,3508,3006,2015,1042,0,3363,1,13,9,0,1,0,241,0,0,0,0,0,49850,608,48889,351,350,9934,371,9211,351,2278,3,6602,256,256,20,0,19789,7166,11683,939,6769,5750,0,0,89,0,0,0,0,11,2,0,8,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,1,30,0,9111,517,200,0,9104,13,10,0,8014,128,0,0,8345,3,0,0,8304,9,0,0,8000,8300,5008,5008,5001,,DUO,BOTTOM
3,4,False,3077,1055,1001,3071,0,0,3363,1,11,1,0,1,0,219,0,0,0,0,0,53324,995,52328,0,0,9631,667,8963,0,3386,1,10685,256,256,3,15,22448,10522,10802,1123,5827,5300,0,0,103,0,0,0,25,11,1,0,4,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,758,553,205,9111,157,40,0,9104,0,0,0,8299,434,0,0,8446,346,0,0,8473,528,0,0,8000,8400,5008,5008,5002,,SOLO,TOP
4,5,False,3857,1011,3067,3075,3068,3047,3340,7,10,12,4,2,2,285,1,0,0,0,0,66741,30984,31459,4297,0,17635,8525,7896,1213,4039,5,28126,424,424,12,35,29195,14334,11218,3642,10154,9050,0,0,72,0,0,0,284,12,0,0,10,2,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,698,0,0,8463,1772,0,0,8473,634,0,0,8451,200,0,0,9111,1205,380,0,9104,12,30,0,8400,8000,5005,5002,5001,,DUO,BOTTOM
5,6,True,3050,3857,3109,2055,3117,0,3364,0,7,20,0,0,0,351,0,0,0,0,0,19920,12172,4008,3739,0,10175,7965,1788,422,624,5,19373,1847,772,47,37,15121,3469,11114,537,6920,6425,0,0,24,0,0,0,106,12,3,0,18,2,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,431,0,0,8463,815,0,0,8473,324,0,0,8451,150,0,0,8345,3,0,0,8347,0,0,0,8400,8300,5007,5002,5001,,DUO_SUPPORT,BOTTOM
